token_address,from_address,to_address,value,transaction_hash,log_index,block_number
0xb9a824e6dc289c57fac91c16c77e37666cce20e5,0x0000000000000000000000000000000000000000,0xbfa8307ffaadea639d49ffdc50188eeebcdefdd8,203656629780548,0x8d7a206b3650092288ff099cda2c35e66aece9fb1cd9617e723f3b53849787ba,71,6000001
0xb9a824e6dc289c57fac91c16c77e37666cce20e5,0xbfa8307ffaadea639d49ffdc50188eeebcdefdd8,0x0000000000000000000000000000000000000000,203656629780548,0x8d7a206b3650092288ff099cda2c35e66aece9fb1cd9617e723f3b53849787ba,73,6000001
0xa3d58c4e56fedcae3a7c43a725aee9a71f0ece4e,0x686e5ac50d9236a9b7406791256e47feddb26aba,0xbfa8307ffaadea639d49ffdc50188eeebcdefdd8,27579306307741776374,0x8d7a206b3650092288ff099cda2c35e66aece9fb1cd9617e723f3b53849787ba,74,6000001
0x71d01db8d6a2fbea7f8d434599c237980c234e4c,0x04ab96c0c58ba42428c752f7d49d930df1e1a4b9,0x39a454668996cc2a6082cad2aece145333c0d7c0,10898929470,0x80bc64f6531ca523f676aac1d5db57d99e6fe7fcbd1e9afc2b20c27a2c8fc23c,76,6000001
0xe9184c970bcfbb05d8a38762d073320e622a3e28,0x5f7b1fbb0b04cdcd6b3ea32978d1484ead225beb,0x62e1aa1df1ac4a2dba693fa568ea5b7ff5d8c840,10000000000000000000,0x1dc0ae550ffe4b804a1c05465391ec06f76fd4608604cc249e09e82a115de78e,77,6000001
0x6810e776880c02933d47db1b9fc05908e5386b96,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x7520d6e12d54a4d3d9f686fc1379199c0065f43e,55209559700000000000,0xcf9487d4f49ba99c2b51858a03a9f13305fded0763ff2f70af5bf8dcb76cc2e8,12,6000002
0xd850942ef8811f2a866692a623011bde52a462c1,0xf4f0d253bdd976a801e70501cad943f5a64b98d7,0x0cf3f542ae41d61b226b5af16e0f301a0170551e,540656000000000000000,0x6e1d25262e38ac7cc4fe780074ddf68998459754eb6a81f931f048233e7a151b,13,6000002
0xb07ec2c28834b889b1ce527ca0f19364cd38935c,0xd3b01c2781c7ff316428ff1f29cf43112a00038c,0xb9ee1e551f538a464e8f8c41e9904498505b49b0,1892009857391830000000000,0x043bb9e3b993a4c00e6c8fad4aa76cb6aae3aa4a25128137e1b2d0a392829b9c,14,6000002
0xd850942ef8811f2a866692a623011bde52a462c1,0xffcb296376d7e3750310982688dbd4a8db037927,0x54417770a4156d026802783894800e1e708b6b39,1000000000000000000000,0xef66447d40ba775cc893fec7b2dd96d07a57461fb07e85101e5bb24cf69a2fee,17,6000002
0x79506c45c2d362c658a80111d5b32ff31a5ea3fc,0xf64ae22171295e756c6e0ad1f96b0b5af655aba7,0x7cacb5585f4df46b1fed7dce3853729c394610e4,300000000000000000000,0xe97d9b3a56b99e54e16d332d65b6e80fa0abedd175d5f94274f8d45e8e1393b7,33,6000002
0x08f5a9235b08173b7569f83645d2c7fb55e8ccd8,0xddfff2b78463ab1ca781e853bb888fdfd06083d3,0x7b34ddbd0134aa671797c44c9e170eb1d7abec30,150000000000,0x077f3538cc9618bc3297ce0e6d6c20a169776dd1165e8a663a927cd3e75720bc,35,6000002
0x7051620d11042c4335069aaa4f10cd3b4290c681,0x99006250906ef07520735c62956e0cfdd99b741d,0x80bd82c48fe2e72e7d396a58269a36d4ec437067,200000000,0x4c58f5e4cc84a480f7f11c46ccfe1ff7a26de21b3385dd013bca87a5c29a5415,36,6000002
0xfb5a551374b656c6e39787b1d3a03feab7f3a98e,0x7592633d19bf78a2234bda24a2632e2612677d4b,0x5c985e89dde482efe97ea9f1950ad149eb73829b,1000000000000000000000,0xbb2c0b7c4992d0052ae43dca688c9a0d65cbbb28b6ceae9ad096ac1fd778d4ec,37,6000002
0xd7732e3783b0047aa251928960063f863ad022d8,0x911dcb5bc32b29577a9dc5adc98728747c4f7d14,0xe269e891a2ec8585a378882ffa531141205e92e9,129438560000000000000000,0xb275f40e9cd3868b165a207326ef505d2c16eecbd63c50853dad33695aba1e88,57,6000002
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe269e891a2ec8585a378882ffa531141205e92e9,0x911dcb5bc32b29577a9dc5adc98728747c4f7d14,4784748675708800000,0xb275f40e9cd3868b165a207326ef505d2c16eecbd63c50853dad33695aba1e88,58,6000002
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x034a8a310c50855e2877ef10ef812f4de8e5ccaa,0xe269e891a2ec8585a378882ffa531141205e92e9,4798882306691200000,0xb275f40e9cd3868b165a207326ef505d2c16eecbd63c50853dad33695aba1e88,60,6000002
0xd7732e3783b0047aa251928960063f863ad022d8,0xe269e891a2ec8585a378882ffa531141205e92e9,0x034a8a310c50855e2877ef10ef812f4de8e5ccaa,129438560000000000000000,0xb275f40e9cd3868b165a207326ef505d2c16eecbd63c50853dad33695aba1e88,61,6000002
0x45245bc59219eeaaf6cd3f382e078a461ff9de7b,0xc7170b2365029beae2deaf611921259fd53f5816,0xd443a8ba229eb2bbae99720f8bb427ff23627376,340596773186353463318,0xa700bced43c86df7f97a090dfbbde41d149ee330218b152d5fe12944df36c9f3,63,6000002
0xe99ddae9181957e91b457e4c79a1b577e55a5742,0x762b08fcb9f7d933b4f9b9a276a7cb77c199e27a,0x915d7915f2b469bb654a7d903a5d4417cb8ea7df,60000000000,0x13899442ce5ff87874ec955e960f63514bf9e034e82c86d222e01fe00927ccd5,64,6000002
0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,0xad0a2478ba25816365aa0e32d77aff92b9e34efc,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,73403300000000000000000,0x6687956cfd1f596bddb18b247b4768d306bd446b77c61b2b9ce11273defdd282,65,6000002
0x3a358e34c7774a8cd7c916a594454701f27f380e,0xdbfff1345a6e2995a30270c57c6abbfa7ccdf2ec,0xf16aabf8026ddc08cb6618007e92e98103b58541,20000000000000000000,0xce7ae89ff9a80038c7b444ea9aef9d9d2cf84bd631d7832ac1c6fda2fc52109a,81,6000002
0xe5f166c0d8872b68790061317bb6cca04582c912,0x6f87c073c3c59a0e9d70209d977d556b0a5c9c3f,0xfc5a0993c65d7464f4d83452984613848ea14f2c,1205843745713687351984,0xd6e18c8ab45b0987841055633ffb3729d3878d44d2130205db94b3cab6bfef59,3,6000003
0x38c6a68304cdefb9bec48bbfaaba5c5b47818bb2,0xaf96c46ef724ad0f5d2bf3cc332967401c9160de,0x7fe704a4f824402a2fb98aa06069a69652665a78,500962109000000000000,0xe79b2187ea48118b8d17b7ade049c375a96e7f2c4642033f2c186173423f3543,4,6000003
0x4bbbc57af270138ef2ff2c50dbfad684e9e0e604,0xcb5889356c39fba992ea9d0f6d5ce9b0626a57f2,0x833b879d7099d2447a339dad8015562f13fa021f,10000000000000000000000,0x0faf042edba65673c9bf4f905b0195c24989a8f4773500d9e36a290b9d8326e6,5,6000003
0x8d5682941ce456900b12d47ac06a88b47c764ce1,0x3a723e58c4808dde4591543282adc7d6b378715b,0x2922b6ed97b9b312fef8d2f39c3a0627c1ad1782,10725000000000000000000,0x844bc848b888b67c6687a6992d009123955497fe206b35a91484933ab45d6e27,6,6000003
0xafbec4d65bc7b116d85107fd05d912491029bf46,0x478d863da7768a45c0f0bd8ac3fb25df3ba9903f,0x481107c20a42a13113fc83284b159ab6885e64a8,199500000000000000000,0xd3b92eb60a5d285bd39b7aec5aed8cc87e9105ddfc6ca6f8bd85af8903064a2a,12,6000003
0x49592d97be49033615a7fbc02c6853e4c58eb9bc,0xb15a16c51126045655fd0ba31c1c33cf3aea406a,0x34c11bbea3fd0265075b93afda9d1becf0ce174b,113850000000000005767168,0xf1f65bcb917b2075e31591e21365ba97c534749fcb8ca4d39291852ca239b66e,13,6000003
0xfb5a551374b656c6e39787b1d3a03feab7f3a98e,0xaad029f16f17b9a65c02b742daa28c29512979ff,0xfa4b5be3f2f84f56703c42eb22142744e95a2c58,1000000000000000000000,0x3f717072e40b62a7a2547d2b65bc5ee57736c0e215ee1de410f1d1d7ac123535,14,6000003
0xfb5a551374b656c6e39787b1d3a03feab7f3a98e,0x95579a5febe1b57a5e493fed9765d8c35ca23d48,0x5c985e89dde482efe97ea9f1950ad149eb73829b,1000000000000000000000,0xe82ae262d8221a51c6675456581e7899d0717d74db43de199fb3373a393a2cbe,15,6000003
0x7fdcd2a1e52f10c28cb7732f46393e297ecadda1,0x0000000000000000000000000000000000000000,0x7fdcd2a1e52f10c28cb7732f46393e297ecadda1,13984,0xd3303b4aee58a41a20aa53de0908d83eb069fd61735206f2990901427dbe4af0,22,6000003
0x7fdcd2a1e52f10c28cb7732f46393e297ecadda1,0x7fdcd2a1e52f10c28cb7732f46393e297ecadda1,0x67a5de922c1f4d1a4dbd848466b86b5455fb6a3b,13984,0xd3303b4aee58a41a20aa53de0908d83eb069fd61735206f2990901427dbe4af0,23,6000003
0xa4ea687a2a7f29cf2dc66b39c68e4411c0d00c49,0x98e74997fdec3166792d3617079176405e1387d0,0xa737806d723be95b87fad705cd8dc52f2a373aa8,5000000000000000000,0xfd4900bba9919778cce5c651503e857b9e17c8e5e4a225e76987fa7fd76aed43,25,6000003
0x100626e85343301555a4c46934171ae1c6471abb,0xcdc88395ceaad12515c520d5eadc8c7d6e6cdb7f,0x7943e846219dc166d6a6154c05747102c2ed4758,99999,0xe061c75f6ce50a233835788c99ed16266ccdf9556491f5a6259798965faf74e7,26,6000003
0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,0xd3e6304471435186701b7b0889e3e253016d130e,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,510959999999990000000000,0x9eabad07feafe3369e9acb0d4d0c877963cfd57109567158442cf44a10756a14,28,6000003
0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,0x4cec5f79adcdd7cc685203f2f1e76352d299b293,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,230973680298940000000000,0xf8dcd2cea76b0a8a5c6c6301459c00a490eaaca525247bd9c6dd1411aca21298,29,6000003
0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,0xffc6e5487072dadc4d0f0c8ad53c4eb3e2a3d58a,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,23936399999990000000000,0x595838f2814766068778d01ba408093d99976edcaa966a128d94f42c9ce6f1ee,30,6000003
0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,0xd81a6db64e441e2461aac4cf6bc3e13e2cbbfc2a,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,13599329999990000000000,0x40898aa1c1780ec9a2210fbad590e30dea1eb2fe3305734462df9bb3bc1dbfa2,31,6000003
0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,0xfb3e919b46678d54c24e6956e149a5a151ddc45a,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,775671587999990000000000,0x74dd5aeef84048b0055fc1905c5f93743555bf92bbd82bb13fc3d40fed87332f,32,6000003
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x448a5065aebb8e423f0896e6c5d525c040f59af3,0xa24f2e6dcbd2da9a220958401dab74b365bd34e1,415480232808076543,0x81c7f2b1058da3532ecab9cd3a8ab1fcad5e8965c00edce3c71a8709366312c3,35,6000003
0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433,0x86975527aed0adfe33cd903f398604e875aef794,0xcb88157b44c097a72736c860efabe25cf4cb7139,250000000000000000,0x7e14e8eb78772dd7d64eb3e080c63b6c5ed0e592b72df359f7fd6ee39062ec29,41,6000003
0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c,0xb6c3e6a645f105efae04d3332d3af259868e8e83,0x3fcdd2ab3dfb4810f801317f541a01ca159f9e4f,30000000000000,0x44880f32803e8a9d66cf6c49d13cf649c772f74acb704732ca5586e6207687af,49,6000003
0xa645264c5603e96c3b0b078cdab68733794b0a71,0x49f9430852a5adcfc07f5ffa428a09942d6a2c2d,0x077725d623d49c6f3c9f63a6d7013f884f0fc9d8,41066451269,0xc9ee1053145f586b1015442e74399d7917cc9e259ec656b8a4a4b398044f59ed,51,6000003
0x06a6a7af298129e3a2ab396c9c06f91d3c54aba8,0xa9513815b3ba8247f573acdcbf21142160aeea64,0x4b268ca64635eedf084bc63f7a771eddfe183829,159,0x6a5e35b4a78f9d29fca82e788db7c7bb476cd1ab15a86135f21c1d072270662b,52,6000003
0x5732046a883704404f284ce41ffadd5b007fd668,0xd7632231b52663c809cb46bc2d5f20e1fdddf9c1,0x87cf98f911dc6048f4be262e710205d85ac642ca,10000000000000000000,0x1324a84363271fea8c4689d9d067465ec49d8251da491144db205f9d2e513f67,53,6000003
0x06012c8cf97bead5deae237070f9587f8e7a266d,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,0xc9a3a9a083a54cf124d8778df29e75b0b6dea159,807523,0xb81146ccfa12bf24bac2709e925597841ae9843418a7afaee39421be140d7c1c,64,6000003
0x3685ee91777e3ed4ba4122c429c504df833c3b26,0xf30750d210abd32cb1bbc4ee40c53ad995cf71ca,0x42e87bf121368012cd4f47d32a689baea9e7df4c,61000000000,0x414d19464b8892652ff41ca664f617a95c6d9a15705fde5e859c3a85e5d9bcdd,72,6000003
0xc56b13ebbcffa67cfb7979b900b736b3fb480d78,0x0a5fd1e5e01b4207b8ac2da957908c10fecf822d,0x379e97cf329616857a48c9004fa2fdacfbd01093,196000000000,0xf2dec5d44f74424f4be8ce0381b12c851bba5c7f129bf3d3ce32ca68e4131a90,75,6000003
0xde8893346ce8052a02606b62d13b142648e062dd,0x8d6ff8d1ee7da15bcc4e55cf17de592b568329fb,0xa1930bf2c9c546f0370c9a018a4343f82f140e0b,20000000000000000000,0x3ccf3175842dd286d146dfbf617860dfa0544140d000a061dc4d92b97dd683aa,2,6000004
0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x52c3e7c7b61b6b6a9382a75572f52d42890d4415,10000100000000,0x7cd9ecd4d811cf248da548048310f76db746335c4b30a469b7af479e891efc0a,0,6000005
0xfbd0d1c77b501796a35d86cf91d65d9778eee695,0x7c8e722f220dd54c115d84eb872c4adefa8c8474,0xbd3ba226ed20d33338b9bec916e7fc3549afcc9f,4500000,0xc82384508ec085b20ce465e98f09ab5662201f541972f75cdb0887b73d3ef08d,2,6000005
0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,0x98f5e3dbf8022d79a05c68bd33c768a0e59235c6,0x2e57b3de35fef4cbf1e2a60e2da8be2e35e6e596,17866822538105882662965,0x0d014fc5ef90e3bd2c4665e90a82f7ceb72f31215621faec248870bda23111dc,3,6000005
